Id	EssaySet	Score1	Score2	EssayText	
356	2	1	2	a.Bei D gab es keine weitere Streckung nachdem der zweite Durchlauf durchgeführt wurde  b.Einheitliche Länge der Kunststoffproben Einheitliche Position an der Probe an welcher der Klebstoff oder Klebestreifen angebracht wird	
357	2	0	0	Plastikart D; Dehnbarkeit null	
358	2	1	2	Man sollte  probieren ab welchem Gewicht sich der Kunststoff verlängert.Auch längeres hängen könnte helfen	
359	2	1	0	die Maße sind wichtig und die Klammern seine Verwendung ist unerlässlich und die Länge muss genau sein das Harz ist variabel und sie sind 4	
360	2	0	2	- Messung im Vakuum - Messung unter einheitlicher Temperatur	
361	2	1	0	a.  Plastikart A wird dehnbarer wären B C D konstant bleiben.  b.  Kunststoffprobe an der Unterseite des Tisches befestigen damit die Kraftwirkung grade zum Boden ist.        Weitere Durchgänge.	
362	2	2	1	a. Die Kunststoffproben haben sich in beiden Durchläufen fast um die selbe Länge verlängert. b. Die absolute Dehnung in mm sagt wenig aus, für hilfreiche Messdaten sollte man diese auf die Gesamtlänge beziehen. Man sollte auch unterscheiden zwischen elastischer/plastischer Verformung, nach einer gewissen Zeit könnte die Verformung wieder zurückgehen.	
363	2	1	0	Eine mögliche Verbesserung wäre eine Änderung der verwendeten Kunststoffsorten. Legen Sie verschiedene Gewichte und berechnen Sie die Punkte der Plastizität und Bruch.	
364	2	1	0	Die durch die Analysen aufgezeichneten Daten besagen, dass in allen Experimenten eine Homogenität in Bezug auf die Länge der Schicht besteht, daher ist das Material relativ gleich.  Eine mögliche Verbesserung wäre eine Änderung der verwendeten Kunststoffsorten. Legen Sie verschiedene Gewichte und berechnen Sie die Punkte der Plastizität und Bruch.	
365	2	2	3	Die Plastikarten haben aufgrund verschiedener Molekularstrukturen eigene beschafenheiten. Wärme Untersuchung sollte angebracht werden. Sowie eine Gewichts / Massebestimmung	
366	2	0	0	vikt av material temperatur	
367	2	0	2	die Temperatur der Umgebung hätte Einfluss gehabt...  eine andere Klemme nutzen...( größere Haltefläche )	
368	2	0	1	a) Die Plastikarten A und B sind minimal streckbar, C ist weniger streckbar geworden und D ist so geblieben. b) Der Schüler hätte die genaue Bezeichnung für die Plastikart benutzen sollen, anstelle von A,B,C und D. Auch sollte der Versuchsdurchlauf besser gekennzeichnet werden, z.B. die Durchläufe genauer unterteilen.	
369	2	0	0	Beim ersten Durchlauf strecken sich die Proben des Kunststoffes sehr. bei dem 2. Durchlauf nur noch 0.2mm. mir fallen keine 2 weitere Möglichkeiten ein.	
370	2	1	1	der zweite durchgang hat andere werte.eine weitere kunststoffprobe nehmen und das ganze noch einmal wiederholen.	
371	2	0	0	Diese Eigenschaften können unter Anwendung standardisierter Testmethoden untersucht und in verschiedenen Produkten verglichen werden.	
372	2	2	2	Plastikart A hat sich am stärksten ausgedehnt. Der Schüler könnte einheitlich Große Plastikstücke verwenden. Ebenso wäre eine Messung bei Belastung (und nicht nur nach Belastung) der Plastikstücke interessant.	
373	2	1	0	vorher auch messen dauer verlängern	
374	2	1	3	a) Je nach Material wird es sich mehr dehnen b) nehmen Sie Gewichtsmessungen vor C) hängen von der Decke	
375	2	2	3	Entweder er hat jeweils 2 mal die gleiche Probe verwendet und die Dehnbarkeit variiert bei der Wiederholung oder er hat neue Proben verwendet, die eine andere Länge oder Dicke hatten oder die Gewichte waren nicht gleich schwer oder die Außenbedingungen haben sich geändert (z.B. Temperatur) oder er hat einfach ungenau gemessen. Er hätte jedes Mal eine neue Probe jedes Kunststoffs nehmen müssen, die alle exakt gleich lang, dick und schwer waren. Er hätte die Temperatur im Raum konstant halten müssen.	
376	2	1	1	Der Schüler wurde vertrauter und konsistenter während des Versuches. Direkt mehrere Versuche an einer Kunststoffprobe durchführen. Mehr als zwei Versuche pro Kunststoffprobe durchführen.	
377	2	2	3	a. Alle Kunststoffe sind dehnbar b. Länge zu Beginn notieren Gewicht der Gewichte notieren	
378	2	0	0	Nimm eine Probe von einem Kunststoff und miss seine Länge. Klebe die obere Ecke der Kunststoffprobe an einen Tisch, sodass sie frei an der Seite des Tisches herabhängen kann. Befestige eine Klemme an der unteren Ecke der Kunststoffprobe. Hänge Gewichte an die Klemme und lass sie für fünf Minuten hängen. Entferne die Gewichte und die Klemme und miss die Länge des Kunststoffs. Wiederhole die Prozedur für die übrigen drei Kunststoffproben. Führe einen zweiten Durchlauf (D2) durch, der genau wie der erste Durchlauf (D1) abläuft.	
379	2	3	3	Aus den Daten lässt sich nicht eindeutig auf die Dehnbarkeit der Kunststoffe schliessen. Wid beim 2. Durchlauf ein neues Stpck des Kunstoffes genommen, ode das bereots aus D1 verwendete? 1. Möglichkeit: Mehrere Durchläufe mit immerr wieder neuen Stücken derr Kunststoofe durchführen und den Mittelwert der gestreckten Längen über die Anzahl der Durchläufe als Mass nehmen. 2. Möglichkeit: Weitere Durchläufe mit längerer Hängezeit der Gewichte und auch Durchläufe mit gösseren Gewichten durchführen.	
380	2	1	0	Verschiedende gewichte anbringen. Beim temperaturen unter und oben nul messen.	
381	2	2	0	Es sind unterschiedliche Kunststoffe, da sie sich verschieden dehnen . Man kann die Länge auch messen ohne die Klemme zu entfernen. Man kann die Länge auch messen ohne das Gewicht zu entfernen.	
382	2	2	3	a. Der Versuchsaufbau bei diesen Skalen ist eventuell zu ungenau. Da es sich nur um einige Milimeter Unterschied  handelt, könnte es mit Messungenauigkeiten zusammenhängen. Gewichte hätten nicht entfernt werden sollen.  b. Raumtemperatur könnte bei gewissen Materialien eine Rolle spielen. Messstreifen vor einem Hintergrund mit aufgezeichneten Skalen, damit  man direkt das Messresultat ablesen kann und die Gewichte nicht abnehmen muss. Dabei könnte sich nämlich der Streifen je nach Material wieder unterschiedlich schnell zurückbilden.	
383	2	1	0	a) Plastikart A ist am dehnbarsten, b) Probe fester am Tisch befestigen, längere Zeit hängen lassen, stärkeres Gewicht	
384	2	2	3	a. Kunststoffart B ist am dehnbarsten, danach kommt D, dann C und am wenigstens dehnbar ist A.  b. 1. Versuch noch mehrmals wiederholen und Mittelwerte errechnen.      2. Versuch von zwei verschiedenen Personen durchführen lassen.	
385	2	0	0	NIcht am Tisch, nur am mauer	
386	2	3	3	a)  Kunststoffe strecken sich unter druck jedoch nciht alle gleich. Es muss noch einen weiteren Grund der Dehnung geben da sie sich bei identischem versuchsablauf unterschiedlich dehnen   b) Den Kunstoff vom selben Probenszück entnehmen  bei allen Kunststoffen die selbe länge nehmen, ein längerer kunststoff streckt sich evtl lecihter wie ein kürzerer	
387	2	2	3	A. Polymerkunststoff haben unter Einwirkung mechanischer Kraft unterschiedliche Dehnbarkeiten. b. Der Schüler hätte Angaben zu den verwendeten Gewichten in KG machen müssen und die jeweilige Anganbe in der Grafik darstellen sollen.	
388	2	2	0	für mich würde ich weniger Gewicht oder andere Gewichte verwenden, auch etwas mehr Zeit für die Gewichte.	
389	2	2	0	die Zeit, die sie die Gewichte verwenden, und verschiedene Gewichte versuchen.	
390	2	2	0	Versuchen Sie mehr Zeit bei der Verwendung der Gewichte und probieren Sie verschiedene Arten von Gewichten.	
391	2	2	0	Ich würde versuchen mit der Zeit, die sie die Gewichte verwenden, und verschiedene Gewichte auszuprobieren.	
392	2	1	0	Für dieses Experiment müssen Sie mehrere Gewichte haben	
393	2	0	1	Der Kunststoff konnte hängen lassen durch eine Haken. Die Kunststoffe könnten zuerst z.B. 5 min. in Wasser bleiben.	
394	2	2	2	a. es gibt ungenauigkeiten b. gleich große kunststoffproben bei beiden durchläufen verwenden stoppuhr um fünf minuten zu messen	
395	2	0	0	in dem er einen stab der eine Polymer schnur hat	
396	2	0	0	Berechnen Sie in diesem Experiment die verschiedenen Zeiten	
397	2	1	0	Probieren Sie verschiedene Gewichte aus und lassen Sie mehr Zeit, um die neue Methode auszuprobieren.	
398	2	1	0	Es kann mit verschiedenen Gewichten und Verlängerungszeiten gemacht werden	
399	2	1	1	Mehre Proben parallel durchführen, um genauere Ergebnisse zu erreichen. Alle Proben mussen die gleichen Abmessungen aufweisen	
400	2	0	2	abschätzen, ob sich die Porosität des Materials verändert hat abschätzen, ob sich die Härte jedes Materials verändert hat Schlüsse ziehen	
401	2	1	2	Die Dehnbarkeit der untersuchten Kunststoffe  ist unterschiedlich.   Man hätte die  die Proben gleichzeitig testen sollen.	
402	2	2	2	Bei drei Proben war die Streckung unterschiedlich im ersten und zweiten Durchgang. Verbesserung: -  Kunststoffprobe nicht an Tischkante festkleben, sondern an einer Klemme befestigen                                   - Ergebnis in einer kleineren Messeinheit festlegen	
403	2	3	2	B streckt sich am meisten A am wenigsten  bestimmte Gewichte verwenden andere befestigung des Kunststoffes	
404	2	3	3	Die Genauigkeit scheint noch nicht sehr aussagekräftig zu sein. Das Experiment hätte man noch ein paar mal machen müssen um einen guten Mittelwert zu erhalten um die Dehnbarkeit genauer bestimmen zu können. Denn aktuell schwanken die Werte doch sehr, dafür, dass zweimal das gleiche Material mit gleichem Gewicht für gleiche Dauer belastet wurde. Bessere Befestigung der Proben am Tisch, da Kleber die Dehnbarkeit beeinflussen könnte. Weiters mehr Durchläufe um Dehnbarkeit genauer zu bestimmen - überprüfen ob Klemmen Kunststoff nicht quetschen bzw. vom dehnen abhalten.	
405	2	2	0	a.)  er hat nicht die gleichen Rahmenbedingungen gehabt vermutlich war das Gewicht divergent  b.) 1 genau messen wie schwer die masse war 2 an einer Federwage aufhängen (Kunststoff + masse)	
406	2	0	0	ka	
407	2	1	1	a) Plastik A und B lassen sich immer weiter dehnen. Plastik C immer weniger und D gar nicht. b) weitere Versuchsdurchläufe.	
408	2	2	3	a) Unterschiedliche Kunststoffe zeigen unterschiedliches Ausdehnnungsverhalten. b) präzisere Angaben, wie geklebt werden soll (punktuell, flächig etc.) b) Verwendung eines Messschiebers, um die Längen genauer zu bestimmen (mit Nachkommastelle)	
409	2	0	0	Nehme eine Kunststoffprobe, messe die Länge, klebe eine Ecke davon an einen Tisch und hänge mit einer Klammer Gewichte daran. Nach 5 Minuten messe erneut die Länge. Die Prozedur für alle Proben durchführen und danach einen 2. Durchlauf durchführen.	
410	2	3	2	a. Entweder der Kunststoff der verwendet wurde ist nicht derselbe für jedes Experiment, oder die Gewichte waren unterschiedlich. b. In den Daten am Ende sollte genau beschrieben sein welcher Kunststoff bei welchem Durchgang verwendet wurde und welche Gewichte benutzt wurden.	
411	2	1	0	a. der Kunststoff ist beim zweiten Versuch schon von vornherein mehr gedehnt, also länger und wird deshalb beim zweiten Versuch mehr gestreckt  b. 1. beim 2. Versuch sollte er neue Kunststoffstücke verwenden      2. mir fällt kein Verbesserungsvorschlag ein	
412	2	3	3	a) Kunstoff A würde am wenigsten gestreckt, B am meißten, C hat sich beim zweiten messen verkürzt, D streckte sich, blieb aber zwischen D1 und D2 konstant b) Schraubstock statt festkleben am tisch, Ausgangslänge der Kunststoffe sollte gleich lang sein, genormte stellen für die Befestigung der Gewichtsklemmen	
413	2	0	0	könnte das Polymer in die Presse geben und pressen, um zu reißen und somit die Festigkeit des Polymers zu vergleichen	
414	2	1	0	Die obere Ecke der Kunststoffprobe an eine gleichmäßig waagrechte Stelle kleben und das Gewicht an der Klemme länger als 5 Minuten hängen lassen.	
415	2	0	0	D. hat sich weder gedehnt noch gestreckt. Mit einer schweren Klammer, und mit anderem Material währe das Experiment anders ausgefallen.	
416	2	0	0	das ganze Material erlag Veränderungen und erstreckte sich außer d Es ist möglich, Materialien bis zu einer bestimmten Temperatur zu erhitzen Sie können Materialien bis zu einer bestimmten Temperatur kühlen Dies wird ein Verständnis dafür vermitteln, wie Dinge in verschiedenen Klimata passieren können	
417	2	0	0	a. Das Polymer LA hat größere physikalisch-mechanische Eigenschaften b.Es würde die Ergebnisse verbessern, um zwischen natürlichen Polymeren und systemischen Polymeren zu unterscheiden	
418	2	1	0	Nicht alle Eliten sind gestreckt. gestreckte Eliten werden nicht um den gleichen Prozentsatz gestreckt Um zu verbessern, gibt es zwei Ansätze, ist nicht genug, und es lohnt sich, 4 für zuverlässigere Ergebnisse zu versuchen.	
419	2	2	1	Erhöhen Sie die Anzahl der Durchgänge für jedes Material,erhöhen Sie die Zeit unter einem kleinen Gewicht	
420	2	3	3	abschluss: Nicht alle Polymere reagieren auf die gleiche Weise auf die Dehnung. -Der Schüler hätte sicherstellen können, dass alle Proben die gleiche Länge hatten. er sollte auch Stretching mit verschiedenen Gewichten getestet haben. -Das Experiment sollte auch für alle Proben bei der gleichen Temperatur durchgeführt werden, da die Ausdehnung nicht gleich ist, wenn sich die Temperatur ändert.	
421	2	0	0	einziehbares Stativ und Mikrometer	
422	2	0	0	Es gibt eine normale Entwicklung im Experiment	
423	2	0	0	Führe einen zweiten Durchgang durch (D2)   das läuft genau wie der erste Durchgang (D1).	
424	2	0	0	1 : Klassifizierung basierend auf Polymerstruktur 2 : Rückgratstrukturen einiger wichtiger organischer Heterochainpolymere  3 : Wichtige Additionspolymere, die von Ethylen abgeleitet sind	
425	2	0	0	sie hätten eine weitere plastikart in die probensammlung aufnehmen können um die validität zu erhöhen	
426	2	0	0	a. Die erste Plastik ist das Instabilste, B er/sie hat sich erstreckt, aber C hat sich und Plastik, die sich D nicht ausgedehnt hat, in kleinerer Maßnahme zusammengezogen, er/sie ist gleich geblieben.  b. Die experimentelle Konfiguration, die das Volumen von den Plastiken gemessen haben, konnte, und auch seine Kapazität der Absorption.	
427	2	0	1	a.eine Plastikprobe wurde länger b.Sie müssen die Masse der Probe angeben,  Hänge Gewichte an die Klemme und lass sie für 15 Minuten hängen	
428	2	0	0	Seine Funktion ist es, die Leistung des Bitumens zu erhöhen  Dies erhöht beispielsweise die Toleranz gegenüber Temperatur und Kälte  Die Leistung des Bitumens wird als ""Performace Grade"" ausgedrückt und ist oft die Voraddition von Polymer PG64-10  Dh es ist in der Lage, die Temperatur bis zu 64 und die niedrigste -10 zu halten  Wenn Polymer hinzugefügt wird, wird es PG70-16  Das heißt, seine Effizienz stieg auf 70 Grad Celsius  Die Frage stellt sich: Was wäre, wenn das Bitumen PG64-10 und die Asphalttemperatur 70 oder über -10?  Wenn die Temperatur 64 übersteigt, wird die Asphaltschicht weich sein und wenn Lasten überschritten werden, wird es nicht bekannt sein  Im Gegensatz dazu, wenn die Temperatur mehr als -10 erreicht, wird das Bitumen verfestigen und Risse werden auf der Oberfläche des Asphaltbetons beginnen	
429	2	0	0	Ein guter Methodenabschnitt beschreibt, was Sie im Labor so gemacht haben, dass es leicht zu verstehen und detailliert genug ist, um wiederholt zu werden. Befolgen Sie die folgenden Richtlinien, um Ihre Methoden zu verbessern:  Wenn Ihre Methoden nicht leicht zu befolgen sind, können Sie jemanden bitten, ihn zu lesen. Bitten Sie ihn oder sie, Orte in der Prozedur zu identifizieren, die nicht klar sind, und dann diese Orte für mehr Klarheit zu überarbeiten. Es kann hilfreicher sein, Wörter einzubeziehen, die dem Leser helfen, dem Prozess des Experiments zu folgen: Schritt 1, Schritt 2, Schritt 3; zuerst, dann, schließlich; erster zweiter Dritter; nach, als nächstes, später, folgend; etc. Wenn Ihre Methode schwer zu befolgen ist, weil sie lang und kompliziert ist, dann überlegen Sie, sie in einzelne Teile mit jeweils einer Unterüberschrift aufzuteilen. Sie können es in die typischen Teile eines experimentellen Verfahrens (wie Laboraufbau, Laborverfahren und Datenanalyse) oder, falls es mehrere Experimente gab, einen Teil für jedes experimentelle Verfahren einteilen. Wenn Sie Ihren Methoden mehr Details hinzufügen müssen, gehen Sie zurück zum Lab-Handbuch und zu den Notizen, die Sie oder ein Laborpartner während des Verfahrens gemacht haben, und verwenden Sie sie, um sich an das zu erinnern, was Sie im Labor getan haben	
430	2	2	2	Kunststoff A und B dehnen sich, ohne in die ursprüngliche Form zurückzukehren, dehnen sich Kunststoffe C und B aus oder kehren zur ursprünglichen Länge zurück. Es ist notwendig, die Abhängigkeit der Länge des Kunststoffs von der Größe der Belastung zu untersuchen, die Belastung zu ändern oder die Anzahl der Experimente zu erhöhen	
431	2	2	2	Kunststoff A hat die größte Dehnbarkeit, Kunststoff C hat sich verringert, Kunststoff D hat sich nicht verlängert Der Schüler sollte wiederholen und den Durchschnitt nehmen Verwenden Sie die gleichen Gewichte für jeden Kunststoff, um das Experiment fair zu machen	
432	2	0	2	Plastik sollte an einen Hosenträger statt an einen Tisch gehängt werden. Die Schwerkraft sollte bei der Berechnung der Ergebnisse berücksichtigt werden.	
433	2	0	3	A) Der Grad der Dehnbarkeit im zweiten Durchgang war noch größer als bei der ersten. B) 1)Wägen Sie die Waren auf elektronischen Waagen;       2)Befestigen Sie Lasten an der gleichen Stelle.	
434	2	1	2	a-D2 dehnt sich mehr als D1 aus b-Verwenden Sie die gleichen Massen für jeden Kunststoff hänge die Massen gleichzeitig auf jeden Kunststoff	
435	2	0	0	es scheint, dass das erste Harz am elastischsten ist.  Um die Ergebnisse zu verbessern, sollten Sie auch versuchen, welche resistenter und welche weniger teuer ist	
436	2	0	0	Ich weiß nicht, wie sich die Ergebnisse ändern	
437	2	1	1	a. Die Schlussfolgerung ist, dass die Probe von Polymer b am weitesten verbreitet ist, d.h. Er hat die größte Erweiterbarkeit. b. Das Experiment sollte bei einer anderen Temperatur durchgeführt werden, niedriger als und höher als Raumtemperatur	
438	2	0	0	A ist am dehnbarsten. C ist der Messfehler, wiederhole C.	
439	2	0	0	a. Die ersten zwei gestreckten Proben haben zugenommen b.next zwei Probe ist fast gleich geblieben Das Experiment sollte innerhalb von vier Wänden durchgeführt werden, damit es nicht mehr von Gas unterschieden wird D.use verschiedene Arten von Kunststoff, so kann es unterschiedliche Ergebnisse haben	
440	2	0	0	a. Plastikart -/+ 20% b. Masse plastikart     Temperatur	
441	2	1	0	Die Daten variieren, da für jeden Test keine bestimmten Daten vorliegen. Platzieren Sie jedem einen Zeitwert mit unterschiedlichen Intervallen. Notieren und messen Sie die Minuten jedes einzelnen.	
442	2	0	0	Die Plastikarten A + B sind länger geworden. Platikart D ist gleich geblieben. Und Karte C ist kürzer geworden, das scheint unwahrscheinlich. Der Test soll mit schwereren Gewichten erneut durchgeführt werden. Die Gewichte müssen auch länger als fünf Minuten bleiben.	
443	2	2	3	Verschiedene Plastikarten lassen sich verschiedenartig dehnen. Bei dem Versuchsaufbau fehlt die Angabe der Masse, die auf den Kunststoff einwirkt und es ist nicht klar, ob sich bei D2 um vorher ungedehnte Kunststoffproben handelt.	
444	2	2	2	a: die plastikstoffe dehnten sich gemäß der gesamt länge  b1: eine notirung der masse des gewichts, b2: eine längen angabe der plastik stücke	
445	2	2	2	a. Die Plastikart A ist am dehnbarsten, B dehnt sich nur minimal, C zieht sich sogar zusammen und D behält stabil seine Form. b. Mir fehlt die Ursprungslänge (also noch vor D1) und ein dritter Durchlauf, um z.B. festzustellen ob die Plastikart D sich wirklich gar nicht dehnt oder nur minimal.	
446	2	3	2	zu a: Es wird eine Probe genommen und dann gemessen. Die sich daraus ergebenden unterschiedlichen Probenlängen erschweren eine Vergleichbarkeit der Messungen. Die Unterschiede der Messungen D1 und D2 werden so verstärkt. zu b: Vordefinierte Probenlänge und Gewichte Proben nicht fest kleben, sondern einspannen. So wird eine Verfälschung des Ergebnisses durch die Eigenschaften des verwendeten Klebers vermieden	
447	2	0	0	a) Probe D hat gleiche Ergebnisse  b) Dabei ist die Länge zu berücksichtigen, mit der das Pr Pr Pr gestartet wird.	
448	2	3	3	Plastikart A ist am wenigsten Dehnbar, B am meisten, C wird in Versuch D2 nicht weiter gedehnt sondern gestaucht (Messfehler?), D weist die höchste Dehnbarkeit auf, ist aber nach dem D1 versuch maximal gedehnt und Versuch D2 hat keinen Einfluss mehr auf das Material.  Verbesserungen: Vorher Zuschnitt der Proben auf genau die gleiche Länge, eine optimierte Befestigung der Probe und des Gewichts an der Probe, Definition welche Masse die Gewichte hatten, selbe Temperatur der Proben	
449	2	0	2	Kunststoff nicht festkleben, sondern gleich mit einem Haken an einem Gestell befestigen. Das Gewicht nicht vor dem Messen abnehmen.	
450	2	3	3	a. die Kunststoffteile reagieren anders auf die Gewichte. b. Alle Kunststoffteile müssten gleich lang sein, um ein genaueres Ergebnis zu erzielen. Oder man führt den Versuch öfter durch und berechnet am Ende den Durchschnitt, somit hat man auch ein genaueres Ergebnis.	
451	2	1	0	Kunststoffergebnis ""c"" ungültig 1)Lass es mehr Zeit mit den Gewichten. 2)Lasse die Länge nicht aus.	
452	2	1	0	Ich glaube sie haben verschiedene Gewichte genommen, somit sind die Daten verfälscht worden. Man hätte einheitliche nehmen können, was im Beispielt nicht erklärt wird. Ansonsten fällt mir leider keine Möglichkeit mehr ein.	
453	2	1	0	Nach entfernen der gewichte lasse die proben etwa zwischen 5 minuten und 10 minuten liegen und dann messe die ergebnisse. Lase die gewichte 10 bis 15 minuten an der probe haengen.	
454	2	0	1	a) Kunststoff A ist am dehnbarsten, Kunststoff C wird irgendwann reißen b) fester stationärer Aufbau aller Probestoffe mit angebrachter Längenskala	
455	2	0	1	Sie sollten jedes Gewicht tabellarisch darstellen und diese mit jedem Material vergleichen, so dass Sie wissen, welches resistenter ist	
456	2	0	1	Sie könnten die Gewichte, die für jeden Kunststoff hängen, tabellarisch aufschreiben und ihren Anteil entsprechend dem Material sehen, das als Kunststoff verwendet wird	
457	2	3	2	a. Plastikart A hat die stärkste Dehnbarkeit, während Plastikart D die schlechteste hat (kein messbarer Unterschied). Bei Plasikart C ist dem Schüler scheinbar ein Fehler unterlaufen. b.-Er sollte auf eine gleiche Dicke bzw. Breite der Plastikstücke achten, zumindest unter dein einzelnen Plastikarten. -Er sollte das Experiment mindestens drei mal durchführen und den Mittelwert aus den einzelnen Längendifferenzen bilden.	
458	2	0	0	- wird der Kunststoff im zweiten Durchgang wiederverwendet (D2)?	
459	2	0	2	Meine Schlussfolgerung ist dass Plastikart A und B dehnbarer werden, wenn sie schon einmal gedehnt wurden, Plastikart C wird dagegen weniger dehnbar, und Plastikart D bleibt gleich. Zur Verbesserung des Versuchsaufbaus hätte man genauer überprüfen müssen, ob der Kunststoff nicht zuvor schon einmal gedehnt wurde. Und vielleicht auch vorgedehnten mit unvorgedehntem von der gleichen Sorte Seite an Seite vergleichen sollen?	
460	2	2	3	Man sieht bei den einzelnen Werten, dass es jeweils kleine Abweichungen zwischen beiden Durchläufen gab, außer beim vierten Kunststoff. Hier könnte als ein Mittelwert gebildet werden, um ein halbwegs brauchbares Ergebnis zu erhalten. Kunststoff A hat sich aber am wenigsten gedehnt, Kunststoff D am meisten. Kunststoff A hätte demnach die höchste Festigkeit, Kunststoff D die geringste. Für ein genaueres Ergebnis hätte man mehr Durchläufe machen müssen oder aber gleich einen Zugversuch zur Bestimmung der Dehnbarkeit.	
461	2	0	0	a. Laut Statistik verlängert sich schon nach 5 Minuten die Länge des Kunststoffes je nach Art zwischen 0-2 mm. b. An die Klemme statt Gewichte ein Seil binden, diesen dann voller Kraft ziehen, oder an einen Spann- verschlussgerät befestigen und gestrafft halten.	
462	2	0	0	Weicher Kunststoff dehnt sich durch das Gewicht aus, Plastikart D ist wahrscheinlich sehr hart.	
463	2	2	1	a) Plastikart B ist am dehnbarsten b) unterschiedliche gewichte nehmen; für die durchläufe die selben (keine neuen) proben nehmen	
464	2	2	2	a. Die Messungen sind entweder verfälscht oder es gibt einen weiteren Faktor, der zu unterschiedlichen Ergebnissen führen lässt. b. Mit welcher Entfernung zum unteren Rand wird die Klemme befästigt? Wie werden die Gewichte entfernt, sodass es nicht zu weiterer Energiezufuhr auf den Kunststoff kommt?	
465	2	1	1	wieviele Gewichte werden angehängt? welche Plasikaten werden verwendet?	
466	2	3	0	Die Ausgangssituation war nicht gleich, da Ergebnisse unterschiedlich. Es hätten unterschiedlich schwere Gewichte zum Einsatz kommen können. Dann könnte man sehen, aber welchen Gewicht, welcher Kunststoff eine Reaktion zeiget Es hätte in der Hängezeit variiert werden können, um zu sehen, wie lange es dauert, bis ein Kunststoff auf das Gewicht reagiert	
467	2	0	1	Eventuell interessiert die ausgangsgröße.	
468	2	0	0	bessere Proben aus polymerem Kunststoff,  Wiederhole die Prozedur für die übrigen drei Kunststoffproben	
469	2	2	2	Die Kunststoffe A, B und C haben sich unterschiedlich gedehnt. Er hätte unterschiedlich schwere Gewichte nehmen können und mehrere Versuche durchführen können.	
470	2	1	1	- Um die Validität der Ergebnisse zu verbessern, ist es notwendig, die Erfahrungen (mindestens drei) zu wiederholen und den Einfluss externer Faktoren wie Temperatur und Feuchtigkeit zu bewerten. - Gemäß den im Experiment erhaltenen Daten hat Probe A eine größere Dehnbarkeit und Probe C hat einziehbare Eigenschaften.	
471	2	1	3	a) Die Dehnung des Kunststoffs hängt nicht nur vom Zuggewicht ab b) Sicherstellen dass die Längen der Proben gleich sind Sicherstellen dass die Umgebungsbedingungen (Temperatur und Luftfeuchtigkeit) geich sind	
472	2	0	0	Je dichter das kleinere Material, desto dehnbarer	
473	2	1	1	Die Durchgänge wurden nicht exakt durchgeführt, sonst wären die ergebnisse gleich. Richtige befestigung am Tisch (nicht Kleben). Direktes messen ""am Tisch"".	
474	2	0	2	materialtemperatur umgebungstemperatur	
475	2	2	2	Plastikart D hat sich um den gleichen Wert gestreckt ist somit konstant. Man sollte aber noch min. 8 weitere Durchgänge machen für die Präzision/Genauigkeit. Plastikart B ist am ""weichesten"" , da es sich am meisten gedehnt hat. Plastikart A ist am ""härtesten"" -> geringste Dehnung.	
476	2	2	2	Die Plastikart B und D sind am dehnbarsten. A und C hingegen nicht. Verbessern könnte man die Validität der Ergebnisse, wenn mehr häufiger misst als nur 2 mal.	
477	2	0	2	er sollte neue Kunststoffproben verwenden. er hätte eine Art Drehbank verwenden können für den  Test.	
478	2	0	1	Die Plastik wurde gedehnt. Versuchaufbau kann mit der Gewicht verbessert werden können.	
479	2	0	2	Während die Plastikarten A und B in Länge zugenommen haben, ist C sogar zurück gegangen und D gleich geblieben. Den Test könnte man evtl. wiederholen in den man die Plastikfäden an beiden Enden zieht und misst wie viel Kraft aufgewendet werden muss, bis sie reißen. Dies wiederholt man mehrmals, um die Grenze zu finden.	
480	2	3	3	Schlussfolgerung: unterschiedliche Dehnung je nach verwendeten Material,  B und D sowie A und C sind sich recht ähnlich.    Gewicht sollte definiert werden, damit sichergestellt werden kann dass dieses gleich schwer ist Die Kunststoffe sollten gleich Länge haben	
481	2	1	1	Länger hängen lassen. Noch einmal strecken.	
482	2	0	2	Temperatur des Plastiks  genauere Messgeräte	
483	2	1	2	Im 2. Durchlauf neues Plastik nehmen, Gleiche Gewichte nehmen	
484	2	2	1	der Kunststoff vergrößerte seine Länge. Lass es mehr als fünf Minuten hängen. sie könnten verschiedene Gewichte verwenden.	
485	2	0	0	man misst wie sich der kunststoff unter zugkraft der gravitation verformt. man misst die länge am anfang und am ende nach.	
486	2	2	3	Plastikart B und D sind deutlich dehnbarer im Vergleich zu Plastikart A und C.  Das Experiment könnte verbessert werden, wenn angegeben wäre, wie lange die Gewichte an  den Plastikarten hingen und wie schwer diese waren.  Zudem könnte versucht werden bis zum Reißpunkt zu dehnen.	
487	2	1	2	a) alle polymerkunststoffe sind gestreckt außer probe C b) 1.er hätte mehrere polymehrkunststoffe von der gleichen art benutzen sollen und die neben einander stellen und dan die ergebnisse mit einander vergleichen  2.er hätte auch doppelte gewichte benutzen sollen und dan gucken ub die auch doppelt gestreckt sind	
488	2	1	2	a. Die Streckung der Plastikarten erhöht sich nur minimal im zweiten Durchlauf bei der gleichen Wartezeit  b. Stärkerer Kleber zur Befestigung des Plastiks oder andere Befestigungsart wie zum Beispiel eine Schraube	
489	2	3	3	A. Keine Schlussfolgerung möglich, da die jeweilige Ausgangslänge der Kunststoffe nicht angegeben wurde  B. Angabe der jeweiligen Ausgangslänge der Kunststoffe. Angabe der prozentualen Streckung der jeweiligen Kunststoffe.	
